phrase|partisanship
extend relief|-2.46049289238014
draft conscript|-2.44578693285584
first bracket|2.42894026914551
cent act|2.41530984355208
swear affirm|2.41116623084108
method equal|-2.41003243985099
interior port|-2.40295363344682
cloth made|-2.39737280623458
color product|2.36506198045543
export rate|2.327967596654
upon food|-2.32135707183994
avail benefit|2.29614876861645
relief veteran|2.2583273695099
import cement|2.25426172534653
finish product|-2.25036584970619
state chamber|-2.24371475136737
port import|-2.2404381980594
plane equal|-2.23947944046932
cruiser strength|2.23000880031008
cave nation|2.22600075632161
lumber dealer|-2.17611611217838
benefit farm|-2.1547061793414
cent greater|2.1460571468648
account ill|-2.13526743202692
success bidder|2.12939807495503
born farm|-2.1107586976203
public health|2.09442506422819
selfish greed|-2.08854014280614
contract surgeon|2.05387301539461
accord act|2.01742528409561
direct interest|2.00803451307779
shoe go|-1.99658622717876
found want|-1.9868310956148
make differ|1.96874697451206
section communist|1.96644614936036
subject unemploy|-1.93626098027025
export trade|-1.90666258955116
oil peanut|-1.90093129343271
pend end|1.89245777460655
settlement claim|1.84761274371349
index number|-1.84086136514425
group island|1.83944860259263
distress among|-1.83383284422093
capitalist class|1.83052648009883
flathead lake|1.83028058696453
watch movement|1.82627041695752
card woolen|-1.8228031699725
canada export|-1.81965802087655
real owner|-1.81905482674244
actual fact|1.81725830378921
farm bloc|-1.78793090847454
eastern western|1.78697964829313
establish employ|-1.77476653022202
form farm|-1.76837296097136
apportion act|1.766929264765
state prohibit|1.7650765782078
admit unit|-1.76370533201973
certain grade|-1.76203192865308
one thing|1.75122604221198
least number|1.74702662513712
item tariff|1.72588991459117
highway congress|1.71641746437065
transport liquor|1.71530195017473
made retail|1.70692798198804
draft upon|-1.689583174437
birth control|-1.68594561692358
lumber use|-1.67217939258973
break contract|1.62969042781451
amount import|1.62566789252859
item present|1.60721587867494
paper book|1.5841579218417
unlaw unit|-1.58088553697456
men shoe|-1.57901899121651
hide import|1.5785174083426
farmer northwest|-1.55453871935626
agent depart|-1.55376007685499
owner import|-1.55185785168794
number civil|1.5331060002597
tile result|1.53088505596082
within fact|1.5289822724775
hear way|1.5131467679446
word submit|1.51202286789754
detain ill|-1.51138230568762
orient labor|1.50001238450815
import drop|1.49549768922267
number cow|1.48834566731498
make cheap|-1.47844795567599
backward state|1.46675126608171
export flour|-1.46497767935224
away farm|-1.45743441837047
rob farmer|-1.45421406193198
made prohibit|-1.4492385724107
labor give|1.44311198280746
publish statist|1.43113828100624
canada sold|-1.42377649490014
hat made|-1.42132463210335
contain poison|-1.42066379779901
whether due|1.41991437703212
fear want|-1.41751329127608
furnish tariff|1.4124627399001
men draw|1.40812763924154
proper adjust|1.40097813423969
infant mortal|1.40001209582742
japan great|1.39625957665283
stage discuss|-1.3943241239519
cent extra|-1.38729932537512
attend naval|-1.38581361578113
tariff benefit|-1.38432131767272
