look forward|-51.5504525653786
nation debt|45.097938726653
join support|-44.4103716929313
tax rate|40.4189458096892
credit card|-40.2830841726542
take look|32.9795829572141
tax go|31.1351073471751
support rule|-31.0878649674137
move forward|-29.6740992041582
death tax|26.8036020800157
tax credit|-21.1961507076351
interest rate|-21.1393518812418
go tax|20.199221261456
public servant|-19.8903152926693
tax much|18.8914412591873
public debt|18.3044570352846
friend side|-18.1984870592892
go see|17.6606370505696
care act|-16.0451878308949
tax tax|15.4485727849019
go get|15.4071396262589
put forward|15.1595573104302
trade agreement|15.0543526014489
right thing|-14.8087318443693
come unit|13.9462989301846
need help|-13.5952104078527
give tax|-13.4749897752815
care need|-13.4372832387277
much tax|13.0360661277353
see tax|12.9279295061196
go come|12.8517607939196
debt limit|12.0135518342885
amount debt|11.8123257628334
seem like|11.5512753205118
care system|-11.497394035112
high school|-10.9823608416582
current system|-10.8884399356569
need make|-10.1420954910637
put food|-9.99455566258662
look like|9.80641526964492
come back|9.76938247889339
play rule|-9.67779463704628
clean air|9.52112719911782
across nation|-9.3934316699877
special interest|-9.25342997553711
cold war|9.20195920257869
transport system|-9.10320860432863
school meal|-8.84622495721027
much debt|8.80731692862283
right act|-8.80579187678183
debt go|8.47234713214275
come across|8.22487588831469
go put|8.06009193211734
year old|-7.69446750321966
support design|-7.59197315858827
right keep|7.57614713232122
hate crime|-7.548008730922
get keep|7.3809861128842
credit rate|-7.35245353914488
first step|-7.05797590248734
open process|6.38997457019637
help make|-6.31164935469225
current tax|6.22765467161713
take care|6.10132661437523
interest payment|5.8102347711395
head start|-5.7503663354141
credit help|-5.65863869603915
rate go|5.61993022910309
public school|-5.58397633432073
air act|5.53005484597949
birth control|5.46501428098383
go talk|5.37849240396803
come floor|-5.18552316597176

Congress Session: 1
Begin Date: 6-Jan-09
Adjourn Date: 24-Dec-10
