arm control|-102.99957410332
debt limit|36.8813801561689
public school|28.9129818478658
come floor|27.4049866794125
special interest|22.5429117687647
nation debt|-18.5854266226799
tax rate|17.3059015042412
unit nation|15.4662411779836
star war|-12.6475525437084
take look|11.5287071657181
crime control|11.0335950594596
tax credit|11.0215947439611
credit card|-10.5666732098275
right act|-10.4870558721831
go get|10.433770911236
first step|-9.37724530080473
come back|8.80966135795413
high interest|-7.45895943186468
trade system|6.24425382952507
secret war|-5.7873287043512
interest group|5.44691918025199
flat rate|5.32854275244636
red ink|-5.29434753352294
head start|-5.18878960195249
equal right|5.1616677096363
time go|5.09234250789502
need time|5.0646222114031
go come|4.98194325203471
control agreement|-4.96001316822634
take special|4.86771189116196
stop arm|-4.40630841725365
serious arm|-4.31776557326766
flat tax|4.20361729283047
like point|4.15235980325132
interest rate|-4.11753196866949
control act|4.09628461141641
clean air|-4.00892100117384
trade agreement|3.92218964270314
take care|3.57657079130159
net farm|-3.51394276031002
end arm|-3.37537002473755
friend left|3.36792234046067
use tax|3.25163561526012
nation religion|3.19114062497325
control talk|-3.1768864417078
public servant|-2.8526175682731
general account|-2.84146776118468
fact go|2.81612582570502
rate growth|2.65289027289559
warm friend|-2.62316642215472
high school|-2.61383916954392
general agreement|2.41230778022732
thing like|2.33974238376684
