phrase|partisanship
percent growth|11.350495546717
loan program|-11.3136743143121
weapon mass|-11.0390577569532
labor standard|-10.9701587595334
borrow foreign|-10.9366661477192
crude oil|10.8583765583212
public health|-10.8431830697564
survivor benefit|-10.7880683715772
govern first|10.7720235182122
growth rate|10.4720948248443
rate growth|10.4510457220576
assault weapon|-10.3947158998704
care veteran|-10.3691212653565
addict oil|-10.2741160587029
mission accomplish|-10.175892290073
trillion debt|-9.99820623221213
control border|9.98482498055409
older worker|-9.79302146964602
harm way|-9.76617706624838
stealth tax|9.69619785300623
start talk|-9.55361680039245
inspector general|-9.54087682849524
million job|9.48837237015077
defend harm|9.41881212695523
make end|-9.34952581269899
afford health|9.33653472253681
job train|-9.17698432311318
drug bill|-9.13067057774116
point time|8.98598909886172
bottom line|-8.89704380218716
interest nation|-8.83321761940594
patriot act|-8.82370019679322
tax credit|8.80530396454965
protect act|8.74853140925432
harm come|8.73601158198967
want come|8.7256893127704
million worker|-8.69187684488542
ninth circuit|8.64677876001015
transit system|-8.64490075096311
budget surplus|-8.59078666281854
defend freedom|8.55986869054132
fund veteran|-8.4431110814121
heart mind|8.42773274371081
share member|-8.27447093399272
tax burden|8.13128667881303
veteran affair|-8.13044940466292
enter unit|8.05547063987373
interest debt|-7.85266782841371
protect worker|-7.75418661757598
go borrow|-7.67845789017575
billion next|-7.62851797477796
citizen defend|7.62729798448916
five year|-7.61459841910164
record deficit|-7.51632024578837
state depart|7.43201708546928
interest payment|-7.41383605907018
medic research|-7.40290607127568
gas pump|-7.39360417791405
equip need|-7.36237064805361
poll tax|-7.34673788949102
pay go|-7.33956013414848
end meet|-7.33390075526418
enter name|-7.31657254123259
public school|-7.31384815276328
worker program|7.14388045569511
parent right|7.12325608921617
billion barrel|7.0967156130898
circuit court|7.04229368627182
health center|7.02965696295246
develop block|-7.00591487685307
award excel|-6.99097458269804
friend distinguish|-6.97076952676921
farm bureau|6.93409787479234
foreign central|-6.93015250680896
spend bill|6.91288172460317
right organ|-6.8848080007138
court appeal|6.82599942768858
alpha phi|-6.80491324464487
reform act|6.6917947058865
veteran benefit|-6.64886101255404
phi alpha|-6.5658150153295
debt deficit|-6.50928147992606
take cell|6.49452905316189
trade center|6.48006560267054
comfort word|-6.44370325238938
right worker|-6.39701070694398
never forget|6.39652750993232
end sight|-6.30895863792809
war cost|-6.30222785856197
growth spend|6.26594897789065
across state|6.20741978792525
oversight hear|-6.16241538510322
drug dealer|6.15706017648385
slash fund|-6.15061116281698
cop program|-6.14043872003299
wage rate|6.13728229988905
need make|-6.09948370741127
freedom speech|-6.09472564020161
act symbol|6.04807827365383
medic bill|-6.04573080965334
cost prescript|-6.04507615617479
borrow spend|-6.04226363383801
bin laden|6.04067714841884
author bill|-6.03196323403074
fifth amend|6.01454352979458
trillion deficit|-6.01416646785215
floor highlight|6.01393929162899
save invest|5.9984412220086
higher tax|5.99587562147542
put forward|5.98919360875216
go pay|-5.94952641145065
debt tax|-5.93258757524332
tax giveaway|-5.87930030935757
thing like|5.85176340873002
assist program|-5.85151063388708
throughout world|5.82629430487579
take care|-5.81991210590679
son daughter|-5.81519137318125
great lake|5.78224577291151
current hate|5.75106276167318
nation veteran|-5.74338853146629
bill fail|-5.73804647540843
bill right|-5.7368368394494
crime prevent|-5.70342208580795
spend program|5.65201355307114
way life|5.63902052066158
commit crime|5.6223555363083
govern account|-5.56788267064376
drug court|5.55745069391693
come floor|-5.55598048500136
health human|-5.49936609506112
wage worker|-5.4818822840409
interest rate|-5.4585671014282
current tax|5.45139904421988
pay debt|-5.43820560181249
spend control|5.43558534802731
spend spend|5.41013295253129
fiscal restraint|5.40329815484606
job growth|5.37678961600811
friend side|5.33335299300588
cell research|-5.33253128106527
drug smuggler|5.33013618599707
billion profit|-5.31037965328091
prevent program|-5.28624710055294
rate return|5.22717022711226
system check|-5.22387611042772
ever nation|-5.21316199015324
oil product|5.18631061613501
growth govern|5.17748497767839
guard member|-5.17090089494318
chemic plant|-5.12219356178794
urgent need|-5.10954284678427
earmark reform|5.09914793650727
billion deficit|-5.07735209828121
fight freedom|5.06672806342022
chief warrant|-5.05939040198693
roll back|-5.04980628903344
labor right|-5.04005460232904
play rule|-5.03917398300057
destroy embryo|5.02564630280816
pension benefit|-5.00735979024791
border protect|4.9887701242465
just way|4.98719875242471
time war|-4.97755302295232
percent tax|4.94919192640317
turn back|-4.94443218559107
rail system|-4.91854159816782
lower cost|4.90098565415751
continent shelf|4.88935750359586
attorney general|-4.88689436116079
word prophet|-4.86699330530475
environment protect|-4.8634830939261
search word|-4.85296004625628
sign statement|-4.84970452571298
intern labor|-4.82432831973187
heart deep|-4.8182636399353
billion debt|-4.81749879451652
clean coal|4.80790281752516
generic drug|-4.80308988616229
outer continent|4.79585502169207
bill design|4.79159742277092
run govern|-4.78945996226862
protect troop|-4.78308270079258
great job|4.76968632492388
floor tonight|4.7343291913391
big govern|4.73216417752782
mutual fund|-4.72964788256232
veteran come|-4.72853457588686
nation borrow|-4.71329721826976
last throe|-4.7000258079903
like point|4.68732254078129
coal mine|-4.6464626522038
ground brave|-4.640412127896
spend much|4.61857340441516
protect amend|4.61159651119943
import thing|4.60309879794415
get job|4.5803599248282
growth job|4.56102505978458
redeploy troop|-4.56015973744521
foreign debt|-4.51920812584728
deficit debt|-4.51530824965284
member fiscal|-4.51522890324722
life brave|-4.49806840205999
terrorist cell|4.46335653621959
earn award|-4.44181535439715
special inspector|-4.3899616453752
red tape|4.34534940134289
street project|-4.30837859230387
pension protect|4.2963803081556
war drug|4.28143467847077
cent hour|-4.27810407460373
island nation|-4.27806080056956
staff sergeant|-4.27247667301975
come legal|4.26276581206766
end war|-4.23467281966182
health benefit|-4.22299098799885
author outlay|4.20814641463451
local sale|4.20705853282681
sorrow loss|-4.19484620113922
lower rate|4.19163618816415
reform social|4.18939750851082
health profess|-4.18349728619325
intern terror|4.1783619306308
nation fiscal|-4.17415899484336
away tear|-4.16766396054994
govern program|4.1571489185806
hero honor|-4.15022807705907
take fight|4.1450203775609
public hear|4.14293485718554
pay bill|-4.13165376144821
percent time|4.12772857603012
keep tax|4.12192333638473
trillion cubic|4.10714403667467
organ crime|4.10379231290155
interest group|4.10243001589459
sure member|-4.09435116859235
bear sorrow|-4.07687107098528
tax death|4.07472384941258
trillion surplus|-4.06421139420216
nation govern|-4.05360220793338
stop raid|4.04437075921388
forget statement|-4.04418952243861
card debt|-4.041521197321
labor environment|-4.03150132310883
