tax rate|53.8104786002154
interest rate|-22.8054132851761
arm control|-19.5424650817441
clean air|-15.6576229650361
special interest|15.1311609869241
come back|-10.3821455957208
control act|-8.95247416549568
public school|8.93213308170016
oil equal|8.71636695373667
public transport|-8.05546391195452
point view|8.01933912505545
high tax|7.78647425765494
unit nation|-7.74305589035478
nation debt|7.23904231092338
coal mine|6.84391353429686
growth rate|5.79895497308329
go get|-5.45714616997253
air bag|4.67286239932126
interest group|4.55868110361674
join support|4.03323819783688
debt limit|-3.69769665092155
take effect|-3.4517701275252
air act|-3.39912236308999
point time|-3.23331453888253
credit card|-3.2042584925402
transport system|-3.17571044080357
right act|-2.98167027805824
last night|-2.83788461335817
credit act|2.82122446354386
deep sea|-2.46685486210816
mass transport|-2.46272518379897
rail public|2.44575615384974
come floor|-2.41850286312592
public servant|-2.18837812584946
tax base|2.18637954475179
take look|2.17954615973634
head start|-2.12400619141727
high school|2.01201421497626
support rule|1.98773014755883
care act|-1.94636923359886
crime control|-1.86214817703635
support motion|1.79066254200958
growth act|1.51501293424146
island sound|-1.45124234781285
farm credit|-1.39211664792933
