death tax|132.720544860575
credit card|-65.4686513295386
support rule|33.2913412073892
head start|-31.534236892945
come floor|-28.9947237978538
public school|-25.5243051622202
tax rate|25.4329096386906
hate crime|23.8475399683444
high school|-18.9039329901425
need help|-18.4079791814118
school board|16.6903219336528
take care|-15.3619451187742
go school|-13.1578445363617
right thing|-13.1217381298848
year old|-12.1797027013223
get gun|-12.0010424863328
take look|11.7907118416988
tax go|11.3865954216603
gun control|-11.0365057772601
tax limit|10.1738954188381
help school|-10.1571199170574
tax system|9.99439420366171
trade agreement|-9.6110324418154
tax tax|9.44484625035199
look forward|-9.26401598004241
public debt|9.10722169119357
flat tax|8.99575281771405
nation debt|-8.37842854478138
tax death|7.974872762654
special interest|-7.95816670867487
school need|-7.95511626353384
support motion|-7.70457104966805
interest rate|-7.29952418069048
current tax|6.96704789531647
keep gun|-6.82606025022449
rule under|6.59805319131656
tax credit|6.45928190680777
need make|-6.38280177319679
nation school|-6.01590802642696
move forward|-5.76519027670245
friend left|5.40620492855374
go war|5.36371680399647
high tax|5.21417917108443
public servant|-5.14067271054448
right act|-5.13116689422167
get tax|5.06282919951687
turn back|-5.00189207468692
make tax|4.73345482897268
go tax|4.46439594134257
come unit|4.38973876784249
across nation|-4.29776749565984
give back|4.17895759694329
tax high|4.07247423519695
safe school|-4.06635010230234
debt go|4.06605912900804
card debt|-3.98091311671415
room care|-3.88628554833022
tax need|3.5829513486794
act war|3.46821338397102

Congress Session: 1
Begin Date: 6-Jan-99
Adjourn Date: 3-Dec-00
