phrase|partisanship
also petit|-71.4232784270059
exposit also|-59.5027389987119
tin plate|47.0084992904412
odd section|-42.9991432619261
union soldier|38.6263407064661
fold room|35.6944582763639
govern print|28.9953628374687
color voter|28.1437334445408
foreign wool|-28.0060514124513
gold coin|27.5120172708028
open world|-26.9371253543439
govern unit|26.6710724410475
make tin|26.6558969362798
superintend document|22.803736255533
nautic almanac|19.7281538704418
high tariff|-17.1655537323256
govern printer|-16.3474612013507
state supervisor|15.7768524753517
legal tender|15.7339324890042
one ear|-14.7879725940115
member arrest|14.7868248134349
gold men|14.1891108130206
tenth census|-10.0520486521739
elect board|9.86107286671735
distinguish friend|9.84501680790669
rent light|9.83192484335682
reform school|9.75641867699658
cent yard|9.67337134104493
upon settler|9.15307857070842
last bill|9.01863773916181
second count|-8.67378440320135
old soldier|8.58506385238139
census report|-8.52621045408642
total deaf|-7.68880130704907
date file|-7.54340992095162
sugar trust|-7.42167674278134
upon wool|-7.40219722800539
chickasaw nation|-6.88992817751745
contract agreement|-6.6962429717789
fix ratio|6.61761185207834
color men|6.45909090047514
civil life|6.31241123471898
late civil|-6.23734174314812
honor unit|-6.10476393265396
admit bar|6.10228422069212
next kin|5.57358603969421
present ratio|-5.50735071775175
naval establish|-5.47162674352831
topograph survey|5.2200269972884
prison ship|-5.16963350052854
rate pension|-5.10171944734397
distinct paper|5.05095535476248
year ratio|4.92991585937608
road run|-4.72290232741828
grand trunk|-4.69544708673194
loss sight|-4.41965785447747
fog signal|4.40440145348785
board naval|-4.40114640713955
labor cost|-4.31816067117385
civilian member|4.25793153306061
chief supervisor|-4.22902971377025
clerk annual|4.11404346857835
metal time|4.06855307702176
near total|-4.06729463230668
concur print|3.98139144134711
railroad commission|3.97768387328855
woolen cloth|-3.92359105525737
surplus product|-3.89569747290031
seat war|-3.85373646217878
disappear gun|3.62263633201963
count present|-3.6023481637824
first wife|-3.47851336564072
within inhibit|-3.44304270595242
one line|-3.36076502296598
light fuel|3.28229151278236
one mission|3.28085258962578
silver upon|3.28018025410518
canvass return|3.13599261534057
ad roll|-2.99908528313215
seven thousand|2.93787474236894
trunk line|-2.93661262682025
member grand|-2.87322309871087
robber tariff|2.86832807402191
orlean exposit|2.86705512836871
human be|2.77868279090327
practic bureau|-2.70708271233311
agent never|2.70633070754376
board equal|-2.69672465534841
vast mass|2.69377108672254
control train|2.63735311696114
gold note|-2.63680497396732
board survey|2.59242397214899
fix farmer|2.58024481656224
order depart|2.57733216347319
flour sold|2.53341859096751
maintain two|2.50111236020661
pay certain|-2.44608209227537
encamp grand|2.34105873166914
silver said|2.29651532128849
subject favor|2.28943848393984
furnish car|-2.28043779000914
maximum limit|2.22503426890583
prohibit come|2.18239427906268
tariff act|2.12388574661875
system tariff|-2.04135806937426
proof citizenship|2.01626705568879
color amend|1.98428071864868
go unfinish|1.97906855977084
whether ballot|-1.97678499481527
paper claim|-1.96433500789252
depend pension|-1.93808247739233
admit color|1.93448047477315
supervisor elect|-1.92192706353185
open poll|1.9061623357355
nine half|1.86784723123011
document form|1.84930936937712
general print|1.84865288561887
tender payment|1.82527782126859
appoint employ|-1.80384145139211
float debt|-1.78248392366557
wool protect|-1.77815467043081
claim rest|1.76945286204179
affair sent|1.75741533917018
transfer assign|-1.75549101138728
journey life|1.73329683915557
fortieth congress|1.72063941734508
virtu author|-1.66983419037093
demand second|-1.66475743428698
year wish|1.66437914465736
reason complain|-1.64031234743418
clerk depart|1.61590297883156
paper possess|-1.61169006281546
chang ratio|1.60472291987518
use track|1.58838461492201
extra number|1.5823722120158
make manifest|1.56528063452295
affair also|-1.55958867590152
merchant banker|1.55604740411305
extend charter|-1.53150624410455
made contest|1.499918618943
submit right|-1.47407546946846
report brief|1.45644137136717
agent great|1.44489611980923
pension govern|-1.43281964231896
legitim trade|1.43018059800888
one peculiar|-1.41450695604705
state vessel|1.41360129577742
petit go|1.41344374731347
output gold|1.40924318088529
regard gun|1.39901867960023
doubtless true|1.39301416368395
govern reject|1.3659499045967
