arm control|-138.067462430247
star war|-92.5485307249255
unit nation|34.9757604199959
interest rate|28.8813412941468
come floor|20.8859860560132
control agreement|-17.6530772610737
control act|15.701150608872
come back|12.4342608089468
tax system|-10.7844403104694
tax rate|10.3835844799419
farm credit|10.0410261293587
go get|9.2952759638901
high school|-8.92574690949286
friend left|8.67133848395199
great basin|-8.59763814718914
last night|8.55164569303906
take look|7.49575968597206
debt limit|6.92565903966883
error rate|6.82461785534293
interest group|6.47890381051246
first step|-6.11204587321924
join support|5.10200826208222
take special|4.96112707975822
profit tax|4.86975497943137
basin nation|-4.55003791101623
support rule|4.37473047526969
nation interest|-4.03656198465968
end arm|-3.84656780688885
limit test|-3.82475004868424
right act|-3.69949302342529
prison system|3.54069171373728
general agreement|3.31798328254448
put forward|-3.31411733728242
salt limit|-3.18375450087504
war system|-3.09778695968305
control talk|-3.07320215153056
across board|3.00190392672317
point time|2.91304814995524
clean air|-2.89703927125827
stop arm|-2.86257030330205
get tax|-2.71552470204289
payment act|2.6965199889985
red ink|-2.59836181099341
arm talk|-2.59160610209046
go come|2.57773247433549
interest payment|2.55099311145331
net farm|-2.55086952020694
high interest|2.50838636868903
farm debt|-2.43298541615574
serious question|-2.34054599174319
support arm|-2.22955438154026
use act|2.20032679854469
first place|2.06221624355514
