phrase|partisanship
trillion dollar|7.86943918163702
think that|7.86478517033458
student success|7.81520104003806
plan go|7.81062828864005
said like|7.79068028552354
made big|-7.76427015295891
doctor like|7.76062610472326
support local|-7.72604448125384
worker act|7.71709645304439
come unit|7.69497630363169
opposit farm|-7.69376762061718
enrich uranium|7.651105830463
success act|7.63573371555456
frivol lawsuit|7.59076596049759
just way|7.58613970306827
congress act|-7.47927859788898
unit nation|7.47248803110316
million student|-7.4558939395522
import invest|-7.4033295931324
get answer|7.38734713778969
nuclear wast|7.32561566078338
wast fraud|7.28649022823088
million veteran|-7.27356312899062
arm trade|7.22826517936111
loan program|-7.22750124133858
actual help|7.16540778642714
take special|-7.13237382130754
open process|7.11417436318532
pay rent|-7.10341404694827
red line|7.05921442408114
thought prayer|7.05768955937765
kill job|7.05123369370226
trillion tax|7.03927726705108
across nation|-7.02779021611618
limit govern|7.01962800950946
freedom religion|7.00636254081044
nation monument|-7.00299456373199
chang real|-6.97056508616078
close tax|-6.93518638728874
feel pain|6.90463612751478
freedom speech|6.84122825128603
congress fail|-6.82528858326628
higher cost|6.81977678131657
current health|6.8111121566751
mass shoot|-6.79674431415392
million help|-6.77932877721782
school mani|-6.77633023814046
status quo|6.73682873530414
loyal friend|-6.72458282767086
find way|-6.72385386583129
parent plan|-6.71266007713235
lost health|6.68149532970064
govern overreach|6.67913671080758
help creat|-6.59413870581694
unelect bureaucrat|6.58077098249092
gun control|6.56823749161857
first half|-6.55886224355183
control spend|6.52050409475072
success farm|-6.45564266599884
rais wage|-6.45034979433921
get bottom|6.44160337528818
two war|-6.3772131373996
recommit desk|-6.36124326266031
loan interest|-6.33454160684746
street reform|-6.32771899149754
spend program|6.31470498868386
hear record|-6.30500728340166
ship job|-6.24788911664389
million local|-6.1713703827037
nuclear program|6.16767529152084
didnt want|6.15686791414707
various program|-6.12055061471018
play rule|-6.10881005025418
cost health|6.09742955240049
implement afford|-6.07958423044062
actual go|6.07722459286283
timber harvest|6.03820776797237
local public|-6.02374078034363
care premium|5.98742752109463
vote floor|-5.98604947697711
growth job|5.92669111649394
farmer rural|-5.912811757836
develop block|-5.90752084649815
hear wit|-5.89437781788523
rais debt|5.88620217626058
transport system|-5.85868832795433
bill program|-5.85663426045044
govern control|5.83728286589903
see premium|5.78629100047658
job done|-5.78479868004679
air traffic|5.77490315664344
effort alway|-5.76804938944452
sticker shock|5.76090946854682
remark submit|5.75726592129601
public charter|-5.75499877475721
roll back|-5.75049571301639
drug cartel|5.74876924440607
care system|5.72618607175613
job home|-5.72452891184519
basic research|-5.71203358583199
account public|-5.71131282932748
state line|5.7091993067932
without pay|-5.67586668540165
trillion nation|5.67279183900115
control border|5.66841193958919
abort clinic|5.66829805320755
repeal medic|5.66681321739674
project made|-5.66131662741362
effect health|5.6514871170932
budget never|5.63108039108695
freedom act|5.62553175191085
gang eight|5.62047704772081
kill bill|-5.5771818158544
support import|5.52315496983978
guest worker|5.50070069699398
higher interest|-5.49364641033773
invest act|-5.4848694651513
spend reform|5.46664697064493
foreign terrorist|5.44157344636754
support veteran|-5.43906896097265
attack unit|5.42688960281954
pay gap|-5.41190466682712
local effort|-5.37923810536016
author farm|-5.36678868418073
turn back|-5.34575900552284
need rais|-5.34561957195321
claim backlog|-5.34217259004527
plan act|5.34079617902236
medal honor|5.34032438986105
accomplish nation|-5.33961015788961
open border|5.32989739573832
bigger govern|5.32611591635904
cold war|5.31631729876128
phone record|5.30995783996518
fast track|-5.29712618574457
invest need|-5.27133436482411
make progress|-5.26452704341153
veteran benefit|-5.25404401470545
patrol agent|5.24278492960286
develop make|-5.22160704242251
tax medic|5.2212944547301
nation labor|-5.20362606379311
target invest|-5.19694271880019
overstay visa|5.16289040727326
get ahead|-5.16153070770281
within school|-5.15000034916952
permit process|5.14844294681423
fund design|-5.12508517438872
lose doctor|5.10086819249524
doesnt want|5.084994501182
critic invest|-5.07030021605841
special pride|-5.05398570474405
prohibit fund|5.04417153697847
take pride|-5.04033073316077
consumpt tax|-5.03176236330103
buy home|-5.01395160360938
record along|-5.00028996563384
fight better|-4.98629346217983
leadership import|4.96736153796396
govern take|4.96148139990739
credit rate|-4.95855952755962
abort demand|4.9561758294164
local school|4.9500934452522
come legal|4.93470803658614
big guy|4.92306791862859
keep student|-4.92196044216735
job growth|-4.92070486859924
school board|4.91546347741903
without rais|4.91195512561582
job fault|-4.88469649041087
better school|-4.8646845285565
clean fund|-4.85090853078298
remark chang|-4.84122048100944
growth spend|4.84007140064769
bipartisan budget|-4.83301625196494
program fought|-4.82421345356672
highway trust|-4.82148280866899
pride accomplish|-4.82110504436917
