phrase|partisanship
referendum question|-1.21434918020222
us interest|-1.2070639164602
farmer prosper|-1.20294977231194
product copper|1.20289696537099
interest ad|1.19262243018102
harbor refer|1.19192725457206
said island|1.17376358092188
agreement board|1.17261069836019
food commission|-1.15892481563597
never agre|-1.1511846805232
depress period|-1.14978468577818
refer document|-1.1436519615245
point bayonet|-1.14131231320661
surplus sold|1.13421476475118
belt state|-1.12938282567626
lie honest|1.1267922176779
period longer|1.11790610092388
use radio|-1.08014265314779
agent want|-1.0764443730115
present veteran|1.06758150186147
suggest tile|1.06632310775852
copyright music|-1.06327886047464
guard organ|1.05815905775545
foreign farm|1.05755460095623
impress seem|1.05555622772284
put tile|1.05169462394803
appoint question|1.04653396266004
state referendum|-1.04423364789585
great father|-1.03828977376709
obtain sale|-1.02511955994891
state milk|-1.0222844773072
bureau never|1.0203769146089
resort war|1.00961420300538
longer haul|1.00950411762001
organ labor|-1.00459153454265
letter right|0.988954664714017
form world|0.980036757524836
bureau upon|0.975750442385533
railroad congress|-0.975474887686634
foreign farmer|0.973726251210471
hot wind|0.96835274708238
use ether|-0.96615691471294
loan abroad|-0.963158666938189
run canal|-0.951249028462801
friend farmer|-0.947274632709502
appoint must|0.946527579062193
unit farm|-0.943134047434037
station permit|-0.940489178786421
canvass return|0.940375752804659
nine point|0.940200877355523
second trip|0.936948390365961
militia bureau|0.936413026469545
cent lead|0.935658371986754
rock creek|0.925031381799242
point lie|-0.922711022309299
mutual life|-0.91743810851027
maintain said|0.913314232971316
express effect|0.91201769740002
doubtless true|-0.909543788162856
iron mine|-0.900797803213393
cent equal|0.895480398770307
one near|0.894895478568232
trade name|-0.888151472700593
question settlement|0.884782304329901
make usual|0.850559240980126
board start|0.847063755718684
organ regiment|0.844066886946729
draft bureau|0.838006618623442
fraud use|-0.836312838012827
lie attempt|0.836060387005131
coal port|0.830974376267934
great popular|-0.829795587295204
might thing|0.827598121127528
term lie|0.825472892490543
railroad ticket|0.821081200315452
various amount|0.819309238563433
sea level|-0.816743228648874
total indebted|0.816022854216408
author divers|0.81498662646296
time maximum|0.809010125756783
logic deduct|0.794950004197094
join court|0.794163454843696
matter late|0.786820775455288
farmer northwest|-0.773419673643405
fee first|0.758317961002709
rout connect|0.738228112632274
opinion touch|0.734932963217028
appear act|0.717138950622581
department bill|0.712443815612447
want light|-0.706796588569798
lot red|0.705238518190099
war farmer|-0.698168442414915
line vessel|0.697522832090057
recommend tile|0.696229558205587
corrupt graft|-0.689054520095413
enter legal|0.688136882777675
think bureau|-0.682394213572589
paper bag|-0.680202218308285
yesterday paper|-0.671788580572763
mine worker|-0.669941242454536
intent indic|0.669393459261778
product toil|-0.655232265333937
made class|0.654022661896174
half transport|-0.651828269312159
inspector said|0.647858222766233
letter public|0.647146066626856
stop watch|0.625861605335578
refer equal|0.61987170863377
cent exist|0.616749955422613
general fix|-0.6084730099332
made expend|-0.598533550401163
sum cover|0.594887357184554
staff three|0.589840621118838
matter governor|-0.588288367949062
head member|0.587360158366972
commission health|-0.580256666003875
cent maximum|-0.574706079906791
farmer lawyer|-0.571993859670921
debt amount|0.568275549030544
state raw|-0.564404198611738
build total|0.56376969569394
known defect|0.55642960369636
dollar deposit|-0.551262130772812
appeal pass|-0.550700150656543
interest furnish|-0.548040324188038
intern state|-0.546200523114052
men send|-0.542460607975473
bureau amount|-0.539294873635897
relief present|-0.52795162352852
high spot|0.527729181207982
word nine|0.526199718794637
crop world|0.524998553690323
instead farmer|-0.524377087498757
first finish|0.524147109862689
pass affect|0.523868616652154
rate bracket|-0.523803070375822
time colonel|0.522768796696914
salt spring|-0.521030577566195
popular judgment|0.518557643024424
paragraph bottom|0.512597264035075
interest greater|0.509113069026295
question fear|0.507688650801252
life farm|0.500797569179733
congress compact|-0.487972419782864
endeavor destroy|0.487399545194141
ablest best|0.480418672078374
follow memorandum|0.477995891574326
racial quota|-0.473473908219022
interest compound|0.468658692714044
mine ship|0.462256105379505
alter term|-0.451046490824574
side glad|0.450872266343192
bureau pass|0.438341681185779
said port|0.437373120874262
pain look|0.436421537305665
year ago|-0.432231391255035
sphere action|-0.4295077140679
direct superintend|0.428954868872742
