phrase|partisanship
labor boss|5.70302387027914
wool wast|5.60840492788565
agreement act|5.52331528748546
account submit|-5.48586765828088
establish maximum|5.47770599912167
labor act|-5.45557407664774
lower basin|5.30295713323337
farm program|-5.30099193141181
prevent product|5.21755005919699
pipe line|-5.16861235176665
upper basin|5.09138994520112
draft age|5.03896473232196
veteran prefer|-5.03066299249823
dairi product|5.0281135226263
point system|4.90858922367975
big five|4.90208171764152
nation debt|-4.83390179704336
boy girl|4.81050239506361
iron mine|-4.74722487052045
medic corp|4.7032889122573
union boss|4.6916792864376
railway labor|-4.67430894649554
induct arm|4.66629614309654
polish nation|-4.65325459448634
wage demand|-4.41296000663046
command chief|-4.41091061037263
consumpt use|4.37842369208617
nation labor|-4.33657646006067
govern control|4.30695487889312
think import|4.13044846806122
divers dam|4.090367481627
prewar level|-4.06779287752924
prevail wage|-3.95771813862031
legal restraint|3.95302296492174
rais wage|-3.93771770264129
war cost|-3.88355714360134
enlist men|3.88309924441313
state employ|-3.87767568280757
farmer union|-3.8523554042275
use atom|-3.81665135155633
dwell unit|3.7449129001949
go strike|-3.71686966204222
state chamber|-3.65790694326776
postwar plan|-3.65027150191566
veteran return|-3.59065187259168
social council|3.57094469766697
railroad men|-3.52052326068423
wound sick|3.51053609944457
local select|3.44278434793173
appoint attend|3.3933477868455
buy meat|3.31798938507822
organ keep|3.23831860348463
govern injunct|-3.11460546559432
trade union|-3.09832049634127
fight front|3.06909623053756
medic care|-3.06729577935952
bus bar|-3.0449501857421
curtail order|-2.93680871860442
men defer|2.92721371108581
project act|2.90821566607868
progress war|-2.90263851862267
spend spend|2.89050843225921
upper bracket|-2.88456144627179
labor leader|2.83848007106925
lumber build|2.83188128890698
foreign shipment|2.76950518267908
citrus fruit|2.74522576968174
opposit rule|-2.73886610684025
get meat|2.71367710543681
boulder canyon|2.66412833268155
give men|2.64924293670925
demand wage|-2.6475459177553
employ fix|2.62958524875166
patent system|2.60881131602899
men induct|2.58602598333958
rais pass|2.57683254782012
pay allow|2.55319030785656
outstand men|-2.51682970414305
author avail|-2.50191486993869
similar loan|2.49346626906157
help world|2.47704890697033
term settlement|2.47535368046703
get boy|2.40837570295629
employ physic|-2.40292326887216
mass unemploy|-2.38864593835783
date act|2.36785710202769
sleep car|-2.34302736241259
control food|2.33891654315188
current cost|2.33118606450989
graze fee|2.28977252278534
boy taken|2.28334905022015
intern author|2.27909619997774
fuel iron|2.27849715713154
sort thing|2.26780484500689
letter morn|2.25673316941009
worker veteran|-2.23354007408885
civil aeronaut|2.22507427650659
rais minimum|-2.21394806969309
conscript labor|2.21219375556959
lower tariff|2.16895794037643
strike union|-2.15652611593948
demand higher|-2.15304722942172
get men|2.15268401705404
strike govern|-2.14176863692242
thing war|2.13741156768159
prevent set|2.13458721097789
outlaw war|-2.13389384764398
enact posit|-2.12461791535782
candid opinion|2.09159151176817
protein feed|2.07757930154265
draft boy|2.06161853476733
intern labor|-2.0592850290285
system contract|-2.04005064312199
german general|-2.0275831579311
subject court|2.02516391491799
continent limit|2.00041488210229
agreement employ|1.99916019707089
gift great|1.99400332353166
right job|-1.98747704281489
railroad transport|-1.98663507650508
real wage|1.93510859470056
owner owner|1.93369628431781
beef come|1.91157886680576
strike take|-1.90821801996518
term loan|1.90639907210361
war project|1.90193656083332
war asset|1.88938362133314
foreign wool|1.88143357915103
stock option|-1.8723231775605
state dollar|-1.87224479257347
taken farm|1.86157334791846
gold content|-1.86091407551211
big three|-1.84681568487824
member congress|-1.84006242383253
gold standard|-1.82022689303978
world war|-1.81544918567714
postwar era|1.81072437408084
train combat|1.80567173231783
present coal|-1.79837664580068
obtain maximum|1.79560860568478
butt dam|1.79444837346254
postwar program|-1.78411695841121
dam stream|1.77535012360983
railroad organ|-1.7741582758818
aim bring|-1.76848671063462
wildcat strike|1.76577070772577
strike coal|-1.76287967787818
present strike|-1.75620863534793
affect strike|-1.75458068475062
iron ore|-1.74697996622035
cartel agreement|-1.73607320682596
establish unit|1.73439075157619
father mother|1.70753732216577
barter agreement|1.70705630812294
employ full|-1.70027785889441
wool grower|1.6991942671956
vote right|1.67789186232783
strike must|-1.661623268757
pentagon build|1.65510933778635
discuss wage|-1.62415806083318
livestock men|1.61642523753455
telegram follow|1.61531296872425
induct men|1.60398264305846
career men|1.58401481094031
question intern|1.57227193623035
current transact|1.57202606318538
wash machin|-1.57131380403948
resort war|1.55361776968841
one vital|1.55061040901411
farm help|1.54246066560118
spend prosper|1.51650781494514
charter vessel|1.49512152297331
act unison|1.48906884110507
watch import|-1.48812043232555
nation accept|1.48626186770261
eye light|1.48347748582629
type build|1.47952208465133
open hear|-1.47935725773391
go red|1.47157213325764
cent dollar|1.46379938025857
need product|1.44499404200712
compact state|1.43741638597242
tri war|-1.42666663941556
retail dealer|1.42644636307455
health care|-1.42291557485251
high employ|1.42193979179062
time half|1.41552495011317
surplus product|-1.41249557063687
member draft|1.41153325824859
hear commission|-1.40233078938933
embargo import|1.38990351169472
bureaucrat know|1.38810548526797
alway follow|-1.38474105639853
prior agreement|1.37924468683861
made fix|1.37448339946322
milk solid|1.37060485575094
boy gone|1.36848874690914
wage fix|1.36719385495067
harbor father|1.36367534826573
interest nation|-1.35541858650042
year ago|-1.340365640791
percent present|1.31024070195153
truck line|-1.30584275478395
boom year|-1.30379355034688
organ war|1.3019321777955
extend select|1.29958775620258
lot red|1.29422658799623
sustain full|-1.2903744515159
fide farmer|1.28109068123294
repair overhaul|-1.26598887905663
ship destroy|-1.26078948929578
bureaucrat govern|1.25794309732281
protect veteran|-1.25679619309398
fund channel|1.2511045992591
along road|-1.24037247711914
public opinion|-1.23592893743608
general plan|1.2273178524238
sold loss|1.22645077252008
slave labor|1.22182147384788
inform program|1.21339965630443
whose boy|1.1966811432537
veteran depart|1.19323510735367
mental test|1.19233565573906
prolong strike|-1.18646503601836
food concern|1.18409902695263
state attend|1.18023059584358
current report|1.1715761541515
school lunch|-1.15825065448688
soldier sailor|1.15417341374326
street interest|-1.15216765731566
permit wage|1.14177832662893
lumber product|-1.13649977591835
contain project|1.11892654653507
meat fruit|1.11871502234673
southern lumber|1.11285485926788
nation polish|-1.10315233837889
patriot organ|-1.10234574071022
threat strike|-1.0958630856711
wish buy|1.0948821117109
vital food|1.08797844017293
limb health|1.086578933442
sheep rais|1.08502665676883
air traffic|1.07521622107139
comment radio|1.07161886218771
abroad fight|1.06766406363119
various critic|1.06095212611285
act railway|-1.05477535406099
injunct action|1.05082875545974
turn farm|1.04820493624828
fix size|1.04395168701753
german war|-1.03945585948448
war mind|-1.03842463380097
veteran build|1.03243594908336
open forum|1.02820694386772
farm take|1.02762110711421
second war|-1.01199162078791
strike make|-1.00142562466889
period readjust|-1.00063330749964
kept full|0.994399403406389
throughout past|0.989386365056178
rather set|-0.985091796227148
men lower|0.974096045268017
war worker|-0.96834818314
offer arm|0.966892070996947
connect last|-0.960938625767399
loan billion|0.960815094281082
import connect|0.95616268241644
product answer|0.951134809141146
distinguish friend|-0.951123633804148
get beef|0.948696227828981
age less|0.945009670163491
constant keep|0.938257511857884
settlement strike|-0.936693029130964
beef pork|0.929966506317299
unemploy due|-0.928519184812707
ceil fix|0.925946241203182
dress meat|0.925115196909021
theater command|-0.896433031618652
thousand war|-0.891467735787266
charter think|0.890349792322361
injunct without|-0.887861188625413
state flux|0.88100152746032
medic men|0.879669016781048
bomber fighter|0.87762361755443
list war|-0.875194037189028
action labor|0.874405008301443
recent order|0.865067468939341
smaller nation|-0.864734109445419
without number|-0.861586499538421
point buy|0.855536053950429
percent got|0.852900957088155
set three|0.846663462215371
great profess|0.846308385380424
physician surgeon|0.839313707274683
general medic|0.838460662311459
metal trade|0.838354521609133
unless within|0.836042320642696
